Order_ID,Order_Date,Ship_Date,Ship Mode,Segment,City,State,Region,Category,Sales
CA-2018-141929,4/9/2018,8/9/2018,Standard Class,Consumer,Los Angeles,California,West,Technology,5.56
CA-2018-141929,4/9/2018,8/9/2018,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,217.85
CA-2017-109743,22/09/2017,29/09/2017,Standard Class,Corporate,Smyrna,Tennessee,South,Office Supplies,40.776
CA-2017-109743,22/09/2017,29/09/2017,Standard Class,Corporate,Smyrna,Tennessee,South,Technology,63.936
CA-2015-159184,14/09/2015,19/09/2015,Standard Class,Consumer,Macon,Georgia,South,Furniture,142.4
CA-2015-159184,14/09/2015,19/09/2015,Standard Class,Consumer,Macon,Georgia,South,Office Supplies,7.16
CA-2018-113530,19/05/2018,21/05/2018,Second Class,Home Office,San Francisco,California,West,Furniture,681.408
CA-2018-113530,19/05/2018,21/05/2018,Second Class,Home Office,San Francisco,California,West,Office Supplies,3.52
CA-2018-113530,19/05/2018,21/05/2018,Second Class,Home Office,San Francisco,California,West,Office Supplies,5.58
CA-2018-113530,19/05/2018,21/05/2018,Second Class,Home Office,San Francisco,California,West,Technology,36.32
CA-2015-169726,9/8/2015,13/08/2015,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,2060.744
CA-2018-155957,26/11/2018,30/11/2018,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,52.272
CA-2018-155957,26/11/2018,30/11/2018,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,213.136
CA-2018-132178,3/5/2018,8/5/2018,Second Class,Corporate,Los Angeles,California,West,Office Supplies,69.52
CA-2018-132178,3/5/2018,8/5/2018,Second Class,Corporate,Los Angeles,California,West,Office Supplies,763.44
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,9.216
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Technology,41.958
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,89.568
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,22.248
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,334.88
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Furniture,148.288
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,4.624
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Technology,178.92
CA-2017-145177,10/11/2017,14/11/2017,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,69.888
CA-2015-156594,20/12/2015,23/12/2015,Second Class,Consumer,Los Angeles,California,West,Office Supplies,487.984
CA-2015-156594,20/12/2015,23/12/2015,Second Class,Consumer,Los Angeles,California,West,Office Supplies,47.3
CA-2015-156594,20/12/2015,23/12/2015,Second Class,Consumer,Los Angeles,California,West,Office Supplies,4.13
CA-2015-156594,20/12/2015,23/12/2015,Second Class,Consumer,Los Angeles,California,West,Office Supplies,155.12
CA-2015-146528,25/07/2015,27/07/2015,Second Class,Home Office,Los Angeles,California,West,Office Supplies,6.48
CA-2015-146528,25/07/2015,27/07/2015,Second Class,Home Office,Los Angeles,California,West,Office Supplies,15.52
CA-2016-168459,22/11/2016,27/11/2016,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,2.946
CA-2016-168459,22/11/2016,27/11/2016,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,55.104
CA-2018-109960,9/12/2018,11/12/2018,Second Class,Consumer,Detroit,Michigan,Central,Technology,104.88
CA-2018-109960,9/12/2018,11/12/2018,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,34.7
CA-2018-109960,9/12/2018,11/12/2018,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,33.72
CA-2018-109960,9/12/2018,11/12/2018,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,14.94
CA-2018-133004,31/08/2018,5/9/2018,Standard Class,Consumer,Lawrence,Indiana,Central,Office Supplies,638.73
CA-2018-168102,24/04/2018,30/04/2018,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,113.568
CA-2018-158036,8/9/2018,14/09/2018,Standard Class,Corporate,Dublin,Ohio,East,Technology,9.096
CA-2016-128083,12/3/2016,17/03/2016,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,8.688
CA-2016-128083,12/3/2016,17/03/2016,Standard Class,Corporate,Plantation,Florida,South,Furniture,30.88
CA-2016-128083,12/3/2016,17/03/2016,Standard Class,Corporate,Plantation,Florida,South,Furniture,6.408
CA-2017-161676,18/07/2017,23/07/2017,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,33.8
CA-2017-155005,13/06/2017,15/06/2017,Second Class,Home Office,Jackson,Michigan,Central,Technology,377.97
US-2018-129777,3/7/2018,9/7/2018,Standard Class,Home Office,Quincy,Massachusetts,East,Technology,258.9
US-2018-129777,3/7/2018,9/7/2018,Standard Class,Home Office,Quincy,Massachusetts,East,Office Supplies,24.56
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,27.888
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,6.456
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Technology,52.68
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,13.88
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Technology,103.92
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,11.52
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,10.368
CA-2015-129364,8/12/2015,13/12/2015,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,39.072
CA-2017-104969,8/4/2017,14/04/2017,Standard Class,Home Office,Troy,Ohio,East,Office Supplies,8.872
CA-2017-104969,8/4/2017,14/04/2017,Standard Class,Home Office,Troy,Ohio,East,Office Supplies,121.104
CA-2018-154109,6/11/2018,11/11/2018,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,127.372
CA-2018-154109,6/11/2018,11/11/2018,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,47.952
CA-2016-156440,5/12/2016,9/12/2016,Standard Class,Corporate,San Diego,California,West,Furniture,44.46
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,15.8
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Technology,464.97
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Furniture,181.96
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,12.39
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,84.09
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,79.36
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,153.36
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,43.68
CA-2016-132626,9/7/2016,14/07/2016,Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,98.21
CA-2017-102792,13/12/2017,19/12/2017,Standard Class,Consumer,Riverside,California,West,Office Supplies,9.84
CA-2017-108567,20/05/2017,24/05/2017,Standard Class,Consumer,Port Saint Lucie,Florida,South,Office Supplies,2.694
CA-2018-140760,2/6/2018,5/6/2018,Second Class,Consumer,Mesa,Arizona,West,Office Supplies,25.344
CA-2018-140760,2/6/2018,5/6/2018,Second Class,Consumer,Mesa,Arizona,West,Office Supplies,43.92
US-2016-131359,30/10/2016,2/11/2016,Second Class,Corporate,Denver,Colorado,West,Technology,59.994
US-2016-131359,30/10/2016,2/11/2016,Second Class,Corporate,Denver,Colorado,West,Technology,439.992
US-2016-131359,30/10/2016,2/11/2016,Second Class,Corporate,Denver,Colorado,West,Technology,87.96
US-2016-131359,30/10/2016,2/11/2016,Second Class,Corporate,Denver,Colorado,West,Furniture,15.488
CA-2017-142097,15/10/2017,20/10/2017,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,232.96
CA-2017-142097,15/10/2017,20/10/2017,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,66.54
CA-2017-142097,15/10/2017,20/10/2017,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,43.26
CA-2016-151680,19/11/2016,21/11/2016,Second Class,Home Office,Seattle,Washington,West,Furniture,141.96
CA-2015-140039,13/09/2015,17/09/2015,Standard Class,Corporate,Tempe,Arizona,West,Office Supplies,79.4
CA-2018-160416,13/11/2018,18/11/2018,Second Class,Home Office,Yonkers,New York,East,Technology,163.96
CA-2018-169411,24/12/2018,29/12/2018,Standard Class,Corporate,Rochester,New York,East,Furniture,37.93
CA-2017-126543,9/1/2017,13/01/2017,Second Class,Corporate,Toledo,Ohio,East,Furniture,15.168
CA-2016-104941,13/06/2016,19/06/2016,Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,24.78
CA-2016-104941,13/06/2016,19/06/2016,Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,19.14
CA-2016-104941,13/06/2016,19/06/2016,Standard Class,Corporate,Decatur,Alabama,South,Technology,899.97
CA-2016-104941,13/06/2016,19/06/2016,Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,32.4
CA-2018-160087,18/03/2018,22/03/2018,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,23.832
CA-2015-120544,23/11/2015,27/11/2015,Standard Class,Corporate,Mesquite,Texas,Central,Furniture,6.368
CA-2015-120544,23/11/2015,27/11/2015,Standard Class,Corporate,Mesquite,Texas,Central,Office Supplies,34.176
CA-2015-120544,23/11/2015,27/11/2015,Standard Class,Corporate,Mesquite,Texas,Central,Technology,5.544
CA-2018-113670,15/10/2018,17/10/2018,First Class,Corporate,Los Angeles,California,West,Furniture,510.24
CA-2018-113670,15/10/2018,17/10/2018,First Class,Corporate,Los Angeles,California,West,Office Supplies,204.95
CA-2018-166198,21/04/2018,24/04/2018,First Class,Consumer,Seattle,Washington,West,Technology,11.54
CA-2018-166198,21/04/2018,24/04/2018,First Class,Consumer,Seattle,Washington,West,Furniture,162.6
CA-2015-135608,8/12/2015,10/12/2015,Second Class,Consumer,Olympia,Washington,West,Office Supplies,45.68
CA-2015-135608,8/12/2015,10/12/2015,Second Class,Consumer,Olympia,Washington,West,Furniture,603.92
CA-2018-144568,29/05/2018,2/6/2018,Standard Class,Home Office,Omaha,Nebraska,Central,Office Supplies,23.55
CA-2017-142370,19/09/2017,23/09/2017,Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,5.04
CA-2017-142370,19/09/2017,23/09/2017,Standard Class,Consumer,Columbus,Georgia,South,Technology,249.95
CA-2017-105900,17/09/2017,23/09/2017,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,33.4
CA-2017-151155,20/12/2017,24/12/2017,Standard Class,Home Office,Jackson,Mississippi,South,Furniture,18.92
CA-2017-151155,20/12/2017,24/12/2017,Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,15.42
CA-2018-144036,22/11/2018,26/11/2018,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,35.712
US-2015-169789,30/12/2015,4/1/2016,Standard Class,Corporate,Phoenix,Arizona,West,Office Supplies,551.985
CA-2018-127264,3/4/2018,5/4/2018,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,7.056
CA-2017-151512,26/12/2017,2/1/2018,Standard Class,Corporate,Denver,Colorado,West,Office Supplies,18.72
CA-2017-165169,5/6/2017,11/6/2017,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,360.38
CA-2017-165169,5/6/2017,11/6/2017,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,11.16
CA-2017-165169,5/6/2017,11/6/2017,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,14.94
CA-2016-109575,18/09/2016,23/09/2016,Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,41.96
CA-2016-109575,18/09/2016,23/09/2016,Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,636.86
CA-2016-109575,18/09/2016,23/09/2016,Standard Class,Corporate,Clinton,Maryland,East,Technology,499.99
CA-2016-109575,18/09/2016,23/09/2016,Standard Class,Corporate,Clinton,Maryland,East,Technology,1259.93
CA-2016-109575,18/09/2016,23/09/2016,Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,65.08
CA-2018-168193,6/3/2018,11/3/2018,Second Class,Consumer,New York City,New York,East,Office Supplies,26.38
CA-2018-168193,6/3/2018,11/3/2018,Second Class,Consumer,New York City,New York,East,Furniture,71.97
CA-2017-115476,17/03/2017,17/03/2017,Same Day,Consumer,Newark,Delaware,East,Technology,129.98
CA-2017-115476,17/03/2017,17/03/2017,Same Day,Consumer,Newark,Delaware,East,Office Supplies,32.54
CA-2017-133340,9/12/2017,13/12/2017,Standard Class,Consumer,Jackson,Michigan,Central,Technology,10.9
CA-2017-133340,9/12/2017,13/12/2017,Standard Class,Consumer,Jackson,Michigan,Central,Technology,59.98
CA-2017-133340,9/12/2017,13/12/2017,Standard Class,Consumer,Jackson,Michigan,Central,Office Supplies,61.929
CA-2017-137848,15/01/2017,21/01/2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,16.52
CA-2017-137848,15/01/2017,21/01/2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,60.12
CA-2017-137848,15/01/2017,21/01/2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,49.536
CA-2015-113047,24/10/2015,24/10/2015,Same Day,Consumer,Rock Hill,South Carolina,South,Office Supplies,11.85
CA-2017-149979,23/09/2017,28/09/2017,Second Class,Consumer,Columbus,Georgia,South,Office Supplies,118.25
CA-2017-149979,23/09/2017,28/09/2017,Second Class,Consumer,Columbus,Georgia,South,Furniture,368.97
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Furniture,198.46
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Office Supplies,321.92
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Technology,879.984
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Office Supplies,28.4
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Furniture,230.28
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Office Supplies,116.28
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Office Supplies,841.568
CA-2018-161956,27/08/2018,29/08/2018,Second Class,Corporate,Inglewood,California,West,Office Supplies,354.9
CA-2017-116799,3/3/2017,6/3/2017,First Class,Corporate,Odessa,Texas,Central,Office Supplies,42.784
CA-2017-116799,3/3/2017,6/3/2017,First Class,Corporate,Odessa,Texas,Central,Furniture,563.43
CA-2017-111283,28/02/2017,4/3/2017,Standard Class,Consumer,Newark,Ohio,East,Office Supplies,111.104
CA-2016-167745,18/09/2016,23/09/2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,11.68
CA-2016-167745,18/09/2016,23/09/2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,16.9
CA-2016-167745,18/09/2016,23/09/2016,Standard Class,Corporate,Los Angeles,California,West,Furniture,24.4
CA-2018-104577,12/5/2018,17/05/2018,Standard Class,Consumer,Everett,Massachusetts,East,Office Supplies,87.6
CA-2017-156251,13/08/2017,18/08/2017,Second Class,Corporate,West Allis,Wisconsin,Central,Furniture,241.96
CA-2017-156251,13/08/2017,18/08/2017,Second Class,Corporate,West Allis,Wisconsin,Central,Office Supplies,8.52
CA-2018-125878,25/02/2018,2/3/2018,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,1.788
CA-2017-163153,21/03/2017,25/03/2017,Standard Class,Corporate,Houston,Texas,Central,Furniture,99.372
CA-2017-163153,21/03/2017,25/03/2017,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,1.344
CA-2016-103205,8/12/2016,10/12/2016,Second Class,Home Office,Houston,Texas,Central,Technology,119.96
CA-2015-153913,16/12/2015,20/12/2015,Second Class,Corporate,Hialeah,Florida,South,Furniture,1013.832
CA-2015-153913,16/12/2015,20/12/2015,Second Class,Corporate,Hialeah,Florida,South,Office Supplies,1.984
CA-2017-155530,17/12/2017,21/12/2017,Standard Class,Consumer,San Francisco,California,West,Furniture,2003.52
US-2017-101196,12/5/2017,17/05/2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,82.368
CA-2015-115357,6/8/2015,11/8/2015,Second Class,Consumer,Columbia,South Carolina,South,Technology,62.91
US-2015-102715,11/4/2015,13/04/2015,Second Class,Consumer,Miami,Florida,South,Office Supplies,6.912
US-2015-102715,11/4/2015,13/04/2015,Second Class,Consumer,Miami,Florida,South,Technology,383.976
US-2015-102715,11/4/2015,13/04/2015,Second Class,Consumer,Miami,Florida,South,Office Supplies,10.368
US-2015-102715,11/4/2015,13/04/2015,Second Class,Consumer,Miami,Florida,South,Technology,335.944
CA-2016-107937,3/5/2016,8/5/2016,Standard Class,Home Office,Chula Vista,California,West,Furniture,665.88
US-2018-148768,30/11/2018,2/12/2018,Second Class,Home Office,Miami,Florida,South,Technology,71.976
CA-2018-118521,16/02/2018,20/02/2018,Standard Class,Consumer,New York City,New York,East,Office Supplies,37.94
CA-2015-149643,16/11/2015,20/11/2015,Standard Class,Home Office,Manhattan,Kansas,Central,Technology,273.96
CA-2016-135314,9/7/2016,14/07/2016,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,269.982
CA-2018-165204,13/11/2018,16/11/2018,Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,8.904
CA-2018-165204,13/11/2018,16/11/2018,Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,720.064
CA-2018-125752,31/07/2018,4/8/2018,Standard Class,Home Office,Fort Lauderdale,Florida,South,Technology,41.424
CA-2018-112487,26/12/2018,30/12/2018,Standard Class,Home Office,Columbus,Ohio,East,Office Supplies,3.132
CA-2017-144218,31/10/2017,4/11/2017,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,1085.42
CA-2017-169971,4/9/2017,9/9/2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,3.912
CA-2017-169971,4/9/2017,9/9/2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,62.376
US-2017-133508,17/04/2017,21/04/2017,Standard Class,Home Office,Omaha,Nebraska,Central,Office Supplies,29.05
CA-2015-107139,5/7/2015,11/7/2015,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,180.96
CA-2016-111325,27/02/2016,28/02/2016,First Class,Corporate,Altoona,Pennsylvania,East,Office Supplies,4.419
CA-2016-111325,27/02/2016,28/02/2016,First Class,Corporate,Altoona,Pennsylvania,East,Office Supplies,16.032
CA-2016-163762,27/11/2016,1/12/2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,29.79
US-2015-117163,27/01/2015,2/2/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,57.23
US-2015-117163,27/01/2015,2/2/2015,Standard Class,Consumer,San Diego,California,West,Furniture,333
US-2015-117163,27/01/2015,2/2/2015,Standard Class,Consumer,San Diego,California,West,Office Supplies,36.44
CA-2018-121314,23/09/2018,26/09/2018,First Class,Consumer,Miami,Florida,South,Office Supplies,251.64
CA-2018-147760,4/11/2018,5/11/2018,First Class,Corporate,Greensboro,North Carolina,South,Furniture,523.764
CA-2018-147760,4/11/2018,5/11/2018,First Class,Corporate,Greensboro,North Carolina,South,Technology,1359.96
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,102.592
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,22.704
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,93.024
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,12.768
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,35.008
CA-2017-156503,14/10/2017,20/10/2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,39.152
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,11.76
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,5.238
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Office Supplies,4.662
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Furniture,523.92
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Technology,100.792
CA-2016-113628,12/11/2016,19/11/2016,Standard Class,Corporate,Plantation,Florida,South,Furniture,146.136
CA-2018-147753,5/3/2018,5/3/2018,Same Day,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,25.06
CA-2016-103961,5/11/2016,9/11/2016,Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,19.824
CA-2017-152471,8/7/2017,8/7/2017,Same Day,Consumer,Jacksonville,Florida,South,Technology,823.96
CA-2017-152471,8/7/2017,8/7/2017,Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,15.984
CA-2016-102582,15/09/2016,19/09/2016,Standard Class,Consumer,Mobile,Alabama,South,Furniture,801.96
CA-2016-102582,15/09/2016,19/09/2016,Standard Class,Consumer,Mobile,Alabama,South,Technology,59.97
CA-2016-102582,15/09/2016,19/09/2016,Standard Class,Consumer,Mobile,Alabama,South,Furniture,1056.86
CA-2018-141873,9/10/2018,14/10/2018,Standard Class,Consumer,New York City,New York,East,Office Supplies,12.816
CA-2018-141873,9/10/2018,14/10/2018,Standard Class,Consumer,New York City,New York,East,Furniture,314.352
CA-2018-141873,9/10/2018,14/10/2018,Standard Class,Consumer,New York City,New York,East,Office Supplies,18.98
CA-2018-141873,9/10/2018,14/10/2018,Standard Class,Consumer,New York City,New York,East,Office Supplies,18.24
CA-2016-140984,14/09/2016,18/09/2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,991.2
CA-2016-140984,14/09/2016,18/09/2016,Standard Class,Consumer,New York City,New York,East,Technology,879.984
CA-2016-140984,14/09/2016,18/09/2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,12.96
CA-2015-132801,7/10/2015,12/10/2015,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,107.44
CA-2018-141733,7/5/2018,11/5/2018,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,1458.65
CA-2018-141733,7/5/2018,11/5/2018,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,26.64
CA-2018-141733,7/5/2018,11/5/2018,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,476.8
CA-2018-141733,7/5/2018,11/5/2018,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,87.444
US-2016-111927,14/11/2016,19/11/2016,Standard Class,Consumer,Dover,Delaware,East,Furniture,76.14
US-2016-111927,14/11/2016,19/11/2016,Standard Class,Consumer,Dover,Delaware,East,Office Supplies,19.96
CA-2015-105984,24/11/2015,24/11/2015,Same Day,Corporate,Columbus,Ohio,East,Technology,1049.97
CA-2015-105984,24/11/2015,24/11/2015,Same Day,Corporate,Columbus,Ohio,East,Furniture,611.058
CA-2015-100363,8/4/2015,15/04/2015,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,2.368
CA-2015-100363,8/4/2015,15/04/2015,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,19.008
CA-2015-126760,26/07/2015,2/8/2015,Standard Class,Consumer,North Las Vegas,Nevada,West,Technology,911.984
CA-2015-126760,26/07/2015,2/8/2015,Standard Class,Consumer,North Las Vegas,Nevada,West,Furniture,674.352
CA-2015-126760,26/07/2015,2/8/2015,Standard Class,Consumer,North Las Vegas,Nevada,West,Furniture,134.01
CA-2015-126760,26/07/2015,2/8/2015,Standard Class,Consumer,North Las Vegas,Nevada,West,Technology,170.97
US-2015-109162,8/6/2015,12/6/2015,Standard Class,Corporate,Bristol,Tennessee,South,Furniture,170.352
CA-2015-101931,28/10/2015,31/10/2015,First Class,Corporate,Los Angeles,California,West,Office Supplies,7.184
CA-2015-101931,28/10/2015,31/10/2015,First Class,Corporate,Los Angeles,California,West,Office Supplies,6.28
CA-2015-101931,28/10/2015,31/10/2015,First Class,Corporate,Los Angeles,California,West,Office Supplies,480.74
CA-2015-101931,28/10/2015,31/10/2015,First Class,Corporate,Los Angeles,California,West,Furniture,616.998
CA-2015-101931,28/10/2015,31/10/2015,First Class,Corporate,Los Angeles,California,West,Office Supplies,141.4
CA-2018-129000,25/11/2018,27/11/2018,Second Class,Home Office,Canton,Michigan,Central,Office Supplies,501.81
CA-2018-161053,22/09/2018,23/09/2018,First Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,691.96
CA-2018-161053,22/09/2018,23/09/2018,First Class,Consumer,Fayetteville,Arkansas,South,Technology,34.95
CA-2016-142377,4/12/2016,9/12/2016,Standard Class,Corporate,Springfield,Missouri,Central,Office Supplies,85.96
CA-2016-127593,21/09/2016,21/09/2016,Same Day,Home Office,Quincy,Massachusetts,East,Furniture,85.3
CA-2018-130526,26/11/2018,29/11/2018,First Class,Consumer,Rockford,Illinois,Central,Office Supplies,33.568
US-2018-131849,6/6/2018,10/6/2018,Standard Class,Home Office,San Francisco,California,West,Furniture,4.95
US-2018-131849,6/6/2018,10/6/2018,Standard Class,Home Office,San Francisco,California,West,Office Supplies,26.4
US-2018-105389,23/10/2018,28/10/2018,Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,3.564
US-2018-105389,23/10/2018,28/10/2018,Second Class,Consumer,San Antonio,Texas,Central,Technology,823.96
US-2018-105389,23/10/2018,28/10/2018,Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,10.272
CA-2015-140816,20/12/2015,20/12/2015,Same Day,Consumer,Thornton,Colorado,West,Technology,447.944
CA-2018-154039,17/02/2018,22/02/2018,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,480.96
CA-2018-154039,17/02/2018,22/02/2018,Standard Class,Home Office,Chicago,Illinois,Central,Technology,124.792
CA-2015-135755,3/5/2015,10/5/2015,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,40.176
CA-2015-135755,3/5/2015,10/5/2015,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,10.896
CA-2018-123246,17/10/2018,19/10/2018,Second Class,Consumer,San Diego,California,West,Office Supplies,10.64
CA-2016-157133,28/11/2016,3/12/2016,Standard Class,Consumer,Champaign,Illinois,Central,Furniture,151.96
CA-2015-124709,27/07/2015,29/07/2015,Second Class,Consumer,San Francisco,California,West,Technology,238
CA-2018-146360,23/04/2018,25/04/2018,Second Class,Consumer,Lawrence,Indiana,Central,Technology,155.34
CA-2016-132486,23/10/2016,27/10/2016,Second Class,Consumer,San Diego,California,West,Technology,148.32
CA-2016-132486,23/10/2016,27/10/2016,Second Class,Consumer,San Diego,California,West,Furniture,240.784
CA-2016-132486,23/10/2016,27/10/2016,Second Class,Consumer,San Diego,California,West,Furniture,191.968
